0,396.5,758.0,1
1,395.41513,757.5709,1
2,394.10068,757.0468,1
3,392.95673,756.5259,1
4,391.80338,755.9176,1
5,390.64063,755.22186,1
6,389.71054,754.56287,1
7,388.7687,753.6936,1
8,387.75946,752.5968,1
9,387.03287,751.7275,1
10,386.26028,750.7446,1
11,385.4417,749.6484,1
12,384.57718,748.4386,1
13,383.8864,747.45264,1
14,383.18512,746.45197,1
15,382.4717,745.43427,1
16,381.7462,744.39954,1
17,381.0086,743.3478,1
18,380.2589,742.279,1
19,379.4971,741.1932,1
20,378.72318,740.0904,1
21,377.93716,738.9706,1
22,377.13904,737.8337,1
23,376.3617,736.72784,1
24,375.64435,735.7317,1
25,374.89383,734.72076,1
26,374.11005,733.6951,1
27,373.29306,732.65485,1
28,372.44284,731.59985,1
29,371.55942,730.53015,1
30,370.7668,729.59106,1
31,369.95187,728.6439,1
32,369.11212,727.68585,1
33,368.2476,726.7168,1
34,367.35828,725.73676,1
35,366.44415,724.7457,1
36,365.50522,723.7438,1
37,364.57855,722.7658,1
38,363.66745,721.8033,1
39,362.7597,720.8424,1
40,361.85532,719.8832,1
41,360.95425,718.9257,1
42,360.05652,717.9699,1
43,359.16214,717.01575,1
44,358.27112,716.06335,1
45,357.38342,715.1126,1
46,356.49905,714.1635,1
47,355.61804,713.2161,1
48,354.7404,712.2704,1
49,353.86606,711.3264,1
50,352.99506,710.3841,1
51,352.1274,709.4434,1
52,351.2458,708.4856,1
53,350.34366,707.5035,1
54,349.44583,706.524,1
55,348.55237,705.547,1
56,347.6632,704.57275,1
57,346.77838,703.6011,1
58,345.8979,702.632,1
59,345.0217,701.6656,1
60,344.14987,700.7018,1
61,343.28235,699.7406,1
62,342.41913,698.78204,1
63,341.56027,697.82605,1
64,340.70575,696.87274,1
65,339.85556,695.922,1
66,339.00964,694.97394,1
67,338.13968,693.9951,1
68,337.26895,693.0095,1
69,336.40277,692.02295,1
70,335.54108,691.0354,1
71,334.6839,690.0468,1
72,333.8312,689.0572,1
73,332.983,688.0666,1
74,332.13934,687.07495,1
75,331.30014,686.0824,1
76,330.46545,685.0888,1
77,329.6353,684.0942,1
78,328.80963,683.0986,1
79,327.98846,682.102,1
80,327.1718,681.1044,1
81,326.31586,680.0537,1
82,325.45862,679.0,1
83,324.60886,677.9539,1
84,323.7665,676.91547,1
85,322.93167,675.88477,1
86,322.10428,674.86163,1
87,321.28433,673.8462,1
88,320.4718,672.8384,1
89,319.66678,671.83826,1
90,318.8692,670.8457,1
91,318.07907,669.8609,1
92,317.2964,668.8837,1
93,316.52118,667.9142,1
94,315.7507,666.95135,1
95,314.97073,665.98486,1
96,314.17953,665.01306,1
97,313.37717,664.0358,1
98,312.5636,663.05334,1
99,311.73883,662.0655,1
100,310.9029,661.07227,1
101,310.0558,660.07367,1
102,309.19745,659.0698,1
103,308.3279,658.0606,1
104,307.4472,657.0461,1
105,306.55533,656.0261,1
106,305.65222,655.00085,1
107,304.76434,654.0002,1
108,303.89618,653.0301,1
109,303.0238,652.06366,1
110,302.1472,651.10095,1
111,301.26633,650.1419,1
112,300.38126,649.1866,1
113,299.4919,648.235,1
114,298.59836,647.28705,1
115,297.7006,646.34283,1
116,296.79855,645.4023,1
117,295.89233,644.4654,1
118,294.98184,643.5323,1
119,294.0671,642.60284,1
120,293.14816,641.67706,1
121,292.28183,640.80975,1
122,291.4529,639.97534,1
123,290.61383,639.125,1
124,289.7646,638.2586,1
125,288.90515,637.3762,1
126,288.03558,636.47784,1
127,287.15582,635.5635,1
128,286.2659,634.6331,1
129,285.3658,633.68677,1
130,284.45557,632.72437,1
131,283.53516,631.7461,1
132,282.60458,630.7517,1
133,281.66382,629.74133,1
134,280.71292,628.715,1
135,279.75186,627.6727,1
136,278.7806,626.61444,1
137,277.87344,625.6199,1
138,276.98837,624.6407,1
139,276.1095,623.6592,1
